EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-23T09:46:58Z,1,2,AU,5,5,4,4,3,3,3,5,4,3,3,3,4,3,8,1,1,1,1,2,3,6,4,3,4,4,6,5,3,3,3,5,1,1,5,1,1,1,5,1,1,2,4,1,2,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,2,2,1,2,7,6,6,,,6,,2,"1,8,9,11",5,5,5,6,6,5,5,5,5,5,5,8,5,3,3,1,1,25,,20,,1,30,3,2,2,4
2020-03-23T09:47:03Z,1,3,AU,4,4,3,5,4,3,4,5,4,2,2,3,3,3,8,4,7,6,1,2,2,5,4,2,4,3,5,4,4,1,3,6,4,2,7,6,3,6,2,1,1,5,4,1,5,1,3,2,7,5,7,2,4,3,4,3,7,1,1,1,1,1,1,1,5,3,3,3,6,3,3,2,"1,2,11",3,4,4,5,4,1,5,4,5,4,3,3,2,3,6,1,1,30,5,,,1,38,1,2,2,4
2020-03-23T09:47:03Z,1,3,AU,2,5,3,2,3,1,1,4,2,2,1,2,4,2,8,1,3,4,1,2,3,4,3,3,4,5,5,5,4,1,5,6,4,4,5,5,6,5,6,4,3,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,5,1,1,1,1,1,1,1,6,4,3,6,6,5,7,,"1,2,7,10,11",5,5,5,3,7,5,4,5,5,1,4,4,4,5,3,2,1,80,30,,,1,38,3,2,2,4
2020-03-23T09:47:20Z,2,5,AU,4,4,3,3,2,3,2,4,3,2,1,2,4,3,8,1,1,1,1,2,6,2,5,6,2,1,4,4,2,3,1,1,1,3,2,1,3,3,1,1,1,3,3,2,3,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,,,,,,,2,,1,1,2,1,1,1,1,1,4,7,8,8,4,4,4,2,2,25,,20,,1,59,2,2,2,4
2020-03-23T09:47:33Z,1,5,AU,1,5,3,3,3,1,3,5,5,5,2,5,5,3,8,7,7,7,1,2,3,6,4,3,3,6,4,5,4,1,7,7,1,4,7,7,4,7,7,4,1,4,7,7,4,4,4,4,7,4,7,4,4,4,4,4,7,2,1,1,1,1,1,1,,4,4,7,7,4,7,1,"1,4,6,7,9,11",7,7,7,7,7,7,7,7,7,4,4,4,7,1,1,1,1,20,25,,,1,59,3,2,2,4
2020-03-23T09:47:44Z,2,2,AU,5,3,2,3,3,2,3,3,4,3,4,4,3,4,8,7,7,7,1,2,4,3,4,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,1,1,1,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,,,,,,,,2,10,4,2,5,4,5,4,4,3,4,5,5,4,3,4,4,1,1,25,,20,,1,30,4,2,4,4
2020-03-23T09:47:52Z,1,2,AU,5,5,3,5,4,3,3,5,5,1,2,2,5,3,8,4,5,6,1,2,2,6,1,2,6,6,5,5,3,2,6,5,3,3,5,3,2,4,3,1,1,4,5,1,5,1,1,1,4,4,5,1,5,1,1,1,5,1,1,1,1,1,1,1,6,4,4,7,4,3,7,1,"1,2,4,8",3,1,7,6,7,1,3,4,3,1,4,1,5,3,5,1,1,25,,35,10,1,29,4,2,2,4
2020-03-23T09:47:52Z,2,4,AU,2,5,4,1,5,1,3,5,5,1,3,3,4,2,8,5,2,5,1,2,2,4,1,4,5,1,4,5,3,1,1,7,1,2,6,2,1,4,5,2,1,5,1,1,6,5,1,1,7,2,5,2,5,3,1,1,6,1,1,1,1,1,1,1,6,5,3,6,1,3,5,1,"1,2,4,6,7,9,10,11",4,4,5,6,4,5,5,5,5,5,6,2,6,3,4,1,1,20,25,,,1,45,4,2,2,5
2020-03-23T09:47:53Z,1,2,AU,6,5,5,4,4,3,5,5,4,5,3,4,4,4,2,6,5,5,4,1,4,6,5,5,6,5,7,4,5,4,6,6,5,7,6,6,7,7,6,7,7,6,7,7,5,6,6,6,5,6,7,6,6,6,6,7,5,2,2,2,2,1,1,2,,,,,6,5,,2,1,6,5,6,6,7,6,6,4,5,7,7,6,6,6,7,2,2,5,5,,,2,33,4,1,2,3
2020-03-23T09:47:59Z,2,1,AU,3,4,3,4,3,3,3,4,4,2,3,3,5,4,8,5,6,3,1,2,4,3,4,4,4,3,4,4,3,2,2,6,4,5,6,5,2,4,5,3,1,3,6,6,4,3,3,2,5,3,4,4,4,3,4,3,4,1,1,1,1,1,1,1,7,3,5,6,3,4,3,1,"1,2,4,6,7,9,10,11",6,4,5,6,3,4,7,6,7,1,3,4,5,3,3,1,1,25,,25,80,1,23,5,2,1,6
2020-03-23T09:48:11Z,2,3,AU,3,5,3,3,4,2,2,5,4,1,2,1,5,4,8,1,6,2,1,2,5,6,6,4,3,4,7,5,4,1,7,6,3,4,6,5,6,7,6,1,1,7,7,7,7,5,7,2,5,7,7,4,6,5,5,1,6,2,2,1,1,2,2,2,,,3,6,,,,2,1,6,5,7,5,7,7,4,6,1,1,7,7,2,7,7,1,1,30,30,,,1,39,3,2,2,7
2020-03-23T09:48:36Z,2,5,AU,5,5,4,4,4,3,4,5,5,4,3,4,5,4,8,1,1,1,1,2,3,5,3,1,4,4,4,5,2,2,5,6,3,3,1,4,5,5,5,2,1,2,1,1,2,1,2,1,3,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,,7,4,7,,6,,2,"2,8,11",6,6,7,6,6,6,6,6,6,1,4,4,6,3,3,1,1,10,30,,,1,62,2,2,2,4
2020-03-23T09:49:23Z,1,2,AU,2,4,3,4,4,2,4,4,4,4,2,4,4,3,8,6,6,3,1,2,2,6,2,2,5,5,5,5,4,1,6,5,5,6,4,6,6,6,4,3,2,5,5,3,7,4,5,3,6,5,7,3,7,4,5,3,6,2,1,1,1,1,1,1,,1,2,6,6,4,7,1,"1,2,4,5,6,7,8,9,10",6,5,5,5,6,5,5,6,6,3,4,4,6,3,5,1,1,25,,14,20,1,28,2,2,2,4
2020-03-23T09:49:25Z,1,4,AU,1,4,4,4,1,1,1,5,4,4,4,4,4,3,8,7,7,7,6,2,4,6,3,6,5,4,5,5,3,2,5,4,4,7,7,6,6,7,3,1,1,5,7,4,5,5,4,4,5,4,5,5,5,4,4,5,4,1,1,1,1,1,1,1,5,6,6,6,4,,7,2,"1,2,4,6,7,8,9,10",6,6,5,5,6,5,5,6,5,7,6,6,5,3,3,2,1,50,5,,,1,48,3,2,1,2
2020-03-23T09:49:42Z,2,2,AU,6,4,5,4,4,4,4,5,5,4,4,5,4,4,4,7,7,7,5,1,6,6,6,6,5,6,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,6,7,7,7,7,1,1,1,2,1,1,1,7,7,6,,7,7,7,1,"1,2,3,4,5,7,8,9,11",7,7,7,7,7,7,7,7,7,7,5,7,7,1,1,1,1,20,50,,,2,25,4,1,1,2
2020-03-23T09:49:43Z,1,1,AU,3,5,4,5,5,3,4,4,3,2,3,2,4,3,8,7,4,3,1,2,2,6,1,1,5,6,7,4,3,1,7,7,6,1,7,4,4,5,4,2,1,3,5,7,7,7,2,2,5,4,7,7,7,7,5,4,7,1,1,1,1,1,1,1,5,5,5,6,7,4,7,1,"1,2,4",5,2,3,4,6,4,4,5,5,1,4,4,4,4,7,1,1,25,,20,,1,21,4,2,2,2
2020-03-23T09:49:45Z,2,3,AU,3,1,3,3,3,4,3,3,4,3,3,3,3,3,8,6,5,6,6,2,5,4,4,4,3,4,3,2,2,2,4,5,4,4,5,5,3,4,5,3,2,4,3,4,3,3,3,3,4,5,4,4,4,3,5,5,3,2,2,2,2,2,2,2,,,,,,,,2,3,5,4,5,4,5,5,5,4,4,8,5,4,5,6,5,1,1,20,30,,,3,44,9,2,2,5
2020-03-23T09:49:45Z,1,3,AU,4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,4,4,4,2,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,,,,,,,,2,"1,2,3,4,5,6,7,8,9,10,11",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,50,1,,,1,38,4,2,2,4
2020-03-23T09:49:51Z,1,5,AU,7,5,5,5,3,4,2,5,5,3,3,2,5,3,8,1,1,1,1,2,2,6,1,1,2,3,5,4,3,2,7,7,7,7,7,1,7,7,7,7,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,6,2,1,1,1,2,2,1,,1,4,5,,,7,2,"1,4",6,5,7,7,7,4,7,4,7,1,4,4,5,5,6,2,2,30,2,,,1,62,2,2,2,4
2020-03-23T09:50:13Z,1,2,AU,5,4,4,4,4,4,4,4,4,4,4,4,4,4,8,5,5,5,1,2,3,4,3,3,4,4,4,5,1,3,5,7,6,6,6,6,6,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,"1,4,8,9,10",4,4,5,4,5,4,4,5,5,4,5,4,5,2,,1,1,,,,,3,34,4,2,4,4
2020-03-23T09:50:15Z,2,2,AU,4,4,4,3,3,3,3,4,4,2,4,3,4,3,8,4,4,5,4,2,4,3,4,4,4,4,4,3,4,3,5,4,5,4,5,5,5,4,5,5,3,5,4,5,5,5,4,4,4,5,4,5,4,4,5,4,4,1,1,,1,1,1,1,4,4,,3,4,3,3,2,"1,6,9,10",4,5,4,5,4,5,4,5,4,5,4,5,4,3,3,1,1,100,25,,,1,30,4,2,2,4
2020-03-23T09:50:16Z,1,4,AU,5,2,3,3,3,2,3,4,5,2,3,2,5,2,8,4,7,7,1,2,4,5,2,4,1,3,7,5,3,1,7,7,7,1,7,3,7,5,7,7,4,3,7,5,1,7,3,1,4,4,7,5,2,5,4,1,4,2,1,1,1,2,2,1,,7,6,6,,,7,1,"1,4,7,8,9",5,5,7,7,7,4,7,5,7,1,1,1,3,7,7,1,1,20,40,,,1,53,1,2,2,1
2020-03-23T09:50:42Z,1,6,AU,4,5,3,3,3,2,3,5,4,3,3,3,4,3,8,4,4,1,1,2,1,6,1,1,6,6,7,5,3,1,6,7,5,3,1,4,5,5,6,4,1,2,3,2,2,2,1,1,4,2,3,1,1,2,2,1,4,1,2,1,1,2,1,1,7,,5,6,,4,7,2,"1,2,4,5,6,7",7,7,7,5,7,5,7,6,7,1,4,4,5,3,3,1,1,33,30,,,1,65,4,2,2,4
2020-03-23T09:50:50Z,1,6,AU,3,4,4,4,5,2,4,4,4,3,2,4,4,3,8,3,2,1,1,2,2,6,2,2,4,5,5,5,1,3,4,5,3,1,4,2,4,6,5,2,2,4,2,2,3,3,3,1,2,4,4,3,4,3,3,2,4,2,1,1,1,2,1,2,,6,6,6,,4,,2,"1,4,6,7,8,9",7,5,6,5,5,6,6,6,6,5,6,5,6,3,4,1,1,10,30,,,1,69,4,2,2,4
2020-03-23T09:50:51Z,2,2,AU,3,4,2,3,5,3,3,5,5,1,2,1,5,1,8,5,2,1,1,2,6,4,5,6,1,2,4,4,2,2,4,5,1,5,4,1,4,6,5,2,1,4,5,4,4,4,4,4,5,4,5,4,2,4,5,4,5,2,1,1,1,1,1,1,,3,4,3,4,2,4,1,"1,5,6,7",6,2,4,5,5,2,4,3,6,2,2,3,3,3,4,1,1,40,35,,,1,28,4,1,2,4
2020-03-23T09:51:01Z,1,4,AU,4,5,3,3,4,3,4,4,5,2,4,3,5,3,8,1,3,2,1,2,3,4,3,3,3,4,5,4,3,2,6,6,5,2,4,4,5,5,6,4,2,3,2,3,3,3,1,2,3,3,4,2,3,3,3,2,4,2,1,1,1,2,1,1,,5,6,6,,5,6,2,"4,5,6,8",4,2,5,4,5,3,6,4,4,1,2,2,6,2,2,1,1,25,,20,,1,53,2,2,2,2
2020-03-23T09:51:11Z,1,4,AU,5,4,4,4,4,3,4,3,5,3,4,4,3,4,8,6,6,6,6,2,5,5,5,5,5,5,,4,4,4,6,7,7,6,6,7,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,1,1,1,1,1,1,1,7,6,,7,7,7,,1,"1,2,3,4,5,6,7,8,9,10,11",,7,6,6,6,6,6,6,6,7,7,7,,4,4,1,1,50,25,,,2,50,2,2,2,4
2020-03-23T09:51:22Z,2,2,AU,6,3,4,4,4,4,3,3,3,4,3,4,4,3,8,6,5,6,5,2,4,4,5,4,5,4,6,4,3,4,5,5,5,6,6,5,5,6,6,6,5,4,4,4,4,4,5,5,5,5,6,5,4,5,5,5,5,2,2,2,2,2,2,2,,,,,,,,2,"3,7",6,5,6,5,5,6,5,6,5,7,6,6,5,5,5,2,1,20,10,,,1,33,4,2,2,3
2020-03-23T09:51:26Z,1,5,AU,3,4,3,3,3,2,3,5,4,1,3,1,5,3,8,4,5,2,1,2,2,6,1,1,3,4,6,5,2,2,7,6,7,4,7,5,6,5,4,3,2,3,5,3,5,3,3,3,3,4,4,3,5,3,3,3,3,1,1,1,1,2,1,1,5,1,6,4,,3,7,1,"1,4,5,6,11",5,2,7,2,6,2,6,4,4,1,2,2,4,4,7,1,1,10,5,,,1,63,4,2,2,4
2020-03-23T09:51:35Z,2,3,AU,4,5,3,3,3,3,3,5,5,3,3,1,5,3,8,1,1,1,1,2,5,1,5,5,4,4,5,4,2,3,7,7,4,1,6,1,6,1,4,2,1,1,4,1,4,1,1,1,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,2,,,4,6,,4,,2,"1,4,5,6,11",4,2,7,7,7,2,4,4,4,3,8,8,7,1,4,1,1,40,1,,,1,41,4,2,2,4
2020-03-23T09:51:42Z,1,2,AU,4,4,1,4,2,1,1,5,5,1,2,1,5,3,8,7,7,7,1,2,6,6,1,6,6,6,7,5,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,2,1,1,1,2,1,1,,7,7,7,,5,1,1,"1,2,3,4,5,6,8,9,11",7,7,7,7,7,7,7,7,7,2,2,2,7,2,2,1,1,80,40,,,1,29,3,2,1,4
2020-03-23T09:51:47Z,1,3,AU,1,3,2,3,3,3,3,4,4,1,2,1,4,3,8,1,6,1,1,2,2,6,1,2,6,6,6,4,3,3,6,4,4,3,1,1,3,5,2,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,,3,3,2,3,4,5,1,"1,2,4,6",1,1,2,1,4,1,4,1,2,1,1,3,3,4,5,2,2,25,,20,,1,38,3,2,1,4
2020-03-23T09:51:49Z,1,3,AU,5,3,3,3,3,3,3,4,4,2,2,2,3,2,8,1,1,1,1,2,3,4,4,3,3,4,4,4,2,2,6,5,4,4,4,4,4,4,4,3,2,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,,,3,6,6,4,4,2,"1,4,5,6",6,6,7,6,6,4,6,5,7,1,1,1,5,4,4,1,1,5,5,,,1,40,4,2,2,2
2020-03-23T09:51:51Z,2,3,AU,1,4,3,3,3,1,2,4,4,2,2,3,4,3,8,2,6,3,1,2,2,6,3,1,6,6,7,5,3,2,6,7,4,4,6,6,4,6,7,6,2,4,3,3,3,3,3,3,4,5,4,4,4,4,4,4,6,2,1,1,1,1,1,1,,5,5,6,5,5,5,1,"1,2,4,5,7,9,10,11",5,5,5,5,5,3,4,4,5,5,5,5,5,3,3,1,1,50,10,,,1,43,3,2,1,6
2020-03-23T09:51:52Z,2,3,AU,1,3,3,2,3,1,1,4,3,1,1,3,2,3,8,4,4,4,4,2,4,4,3,4,3,3,4,3,2,2,7,7,7,7,7,7,7,7,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,1,4,1,3,,,,7,2,1,3,3,5,4,4,3,4,4,4,5,4,4,4,5,4,2,2,20,30,,,1,42,3,2,4,4
2020-03-23T09:51:52Z,1,3,AU,3,5,3,3,3,3,3,4,4,3,2,3,4,3,8,4,7,5,1,2,3,5,3,3,4,4,6,5,3,1,4,7,4,3,5,4,3,7,6,4,4,4,6,1,4,4,2,2,5,4,6,2,4,2,2,2,6,2,1,1,1,2,1,1,,4,4,6,,5,7,1,"1,2,4,5,6,7,8,9,11",6,6,6,5,6,5,6,4,7,3,5,5,6,3,3,1,1,20,30,,,1,41,3,2,2,4
2020-03-23T09:51:55Z,2,3,AU,6,3,4,4,3,3,3,3,3,4,3,4,3,3,8,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,,,,,,,,2,"1,3",4,4,4,4,4,5,5,5,4,4,5,5,5,3,3,1,1,50,40,,,2,42,3,2,1,4
2020-03-23T09:51:55Z,1,2,AU,4,5,3,4,3,2,2,4,4,2,3,5,5,4,4,6,7,6,1,2,2,5,2,3,4,3,6,5,3,1,4,7,4,5,6,6,5,6,5,3,2,5,6,5,4,5,6,2,6,4,7,4,6,4,4,3,7,1,1,1,1,2,1,1,4,3,5,7,,6,7,1,"2,4,11",5,4,5,6,6,3,5,5,4,1,6,7,2,5,7,1,1,80,25,,,1,39,2,2,2,5
2020-03-23T09:51:59Z,1,2,AU,4,4,2,2,3,2,2,3,4,2,3,3,4,3,8,2,5,4,1,2,2,6,1,1,6,6,3,5,3,1,3,7,4,1,5,3,3,3,3,1,1,3,5,1,3,1,2,1,5,2,6,2,2,2,3,2,4,2,1,1,2,2,1,2,,5,4,,,4,,1,"1,4,5,6,7,8,9,11",5,5,6,5,4,5,6,5,5,1,8,8,3,4,4,1,1,10,10,,,1,26,3,2,2,4
2020-03-23T09:52:12Z,2,3,AU,5,3,3,1,4,3,2,4,2,3,3,3,3,3,3,5,5,4,5,2,3,3,4,5,4,3,5,4,3,3,6,7,6,5,5,5,5,5,4,5,6,6,5,5,6,5,6,6,5,4,6,5,4,5,3,5,5,2,2,1,1,2,2,2,,,5,4,,,,2,"2,3,4,9",6,4,5,5,3,4,4,6,5,6,5,5,5,6,4,2,2,50,35,,,2,35,2,1,2,4
2020-03-23T09:52:13Z,1,4,AU,3,4,3,4,4,2,4,4,5,2,3,3,5,3,8,1,2,1,1,2,4,5,1,3,4,5,5,4,4,2,5,5,3,3,2,3,2,5,4,3,2,5,2,3,5,3,4,2,6,4,5,3,4,3,3,2,5,1,1,1,1,1,1,1,5,3,5,6,7,4,6,1,"1,2,4,5,6,8,9,11",3,2,6,5,6,2,5,4,6,2,3,3,5,2,6,1,1,2,30,,,1,48,4,1,2,5
2020-03-23T09:52:16Z,1,2,AU,4,5,5,3,4,3,4,5,3,1,3,1,5,3,8,7,7,7,1,2,6,4,6,6,1,1,3,1,1,1,7,1,7,7,7,4,3,7,1,1,1,5,7,6,5,4,4,4,1,5,7,6,5,6,4,4,1,1,1,1,1,1,1,2,2,1,3,2,7,4,,2,"1,2,4,9,10",2,1,5,7,5,5,5,7,1,7,7,7,1,6,6,2,2,10,1,,,1,33,4,2,4,4
2020-03-23T09:52:20Z,1,1,AU,4,3,3,3,3,3,3,3,4,3,3,3,4,3,8,4,4,4,4,2,3,3,3,4,4,3,4,4,2,3,7,5,5,5,5,5,7,5,5,5,5,4,5,4,4,5,5,5,5,4,3,4,4,4,4,4,4,1,2,2,2,2,2,1,4,,,,,,4,1,"2,4,5,7",4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,1,1,25,,10,10,1,19,4,2,2,4
2020-03-23T09:52:34Z,2,2,AU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,4,3,5,4,2,2,3,4,3,3,1,2,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,1,,,4,4,,4,4,1,,4,3,4,3,3,3,3,3,3,3,3,4,3,4,4,1,1,25,,20,,1,25,1,2,2,4
2020-03-23T09:52:37Z,1,3,AU,2,5,3,5,3,2,3,4,4,3,2,2,3,3,8,3,4,3,2,2,3,6,1,3,6,3,5,3,3,3,3,5,4,3,5,4,3,5,5,1,1,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,,4,3,5,6,6,6,2,"1,2,4,6,7,11",4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,1,1,50,30,,,1,38,3,2,2,4
2020-03-23T09:52:41Z,1,2,AU,2,4,2,2,3,2,2,4,3,2,1,2,4,2,8,7,6,1,1,2,4,4,2,3,4,4,6,5,3,2,2,4,2,2,6,2,3,5,2,1,1,2,7,1,2,1,1,1,3,2,4,1,1,1,1,1,2,1,1,2,1,2,1,1,5,4,,5,,5,6,2,"1,2,4,6,8,9,10",6,5,6,5,6,5,6,5,5,4,5,6,5,5,3,1,1,50,50,,,1,33,2,2,2,4
2020-03-23T09:53:18Z,1,4,AU,7,5,5,4,3,4,3,5,5,3,3,3,5,4,8,1,3,2,1,2,4,5,2,4,4,4,5,5,2,3,5,7,4,4,4,4,5,4,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,,6,6,7,,6,7,2,"1,4,6,7",7,7,7,7,7,7,7,7,7,4,4,4,6,2,3,1,1,3,25,,,1,45,3,2,2,4
2020-03-23T09:53:20Z,1,5,AU,7,5,4,4,4,3,4,5,4,3,3,3,4,4,8,2,4,1,1,2,2,5,1,1,5,5,7,5,3,2,4,7,3,3,6,5,4,5,5,5,4,2,4,3,2,1,2,1,5,2,6,2,2,2,2,1,5,1,1,1,1,2,1,1,7,5,5,7,,6,7,1,"1,4,6,7,8,9",6,5,5,5,7,5,5,5,5,4,5,5,3,3,3,1,1,40,30,,,1,55,2,2,2,6
2020-03-23T09:53:23Z,1,3,AU,2,3,3,4,3,2,3,5,4,1,1,1,3,2,8,1,7,4,1,2,5,6,4,5,5,4,4,5,5,1,4,7,7,7,7,7,7,7,7,4,1,4,1,4,4,4,4,1,7,4,4,4,4,4,4,1,6,2,1,1,1,1,1,1,,7,4,4,7,6,6,1,"1,2,5,6,7,11",5,2,3,4,4,3,6,3,6,1,3,4,4,4,4,1,1,40,25,,,1,35,3,2,4,4
2020-03-23T09:53:27Z,1,2,AU,4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1,2,3,2,1,3,2,3,1,3,3,4,3,2,3,2,3,2,6,4,4,3,4,3,3,2,5,2,4,2,2,3,3,3,3,2,3,2,3,4,2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,2,1,"1,2,3,4,5,6,7,8,9,10",3,2,4,3,4,4,4,4,4,4,3,3,5,3,2,1,1,10,5,,,2,26,2,1,1,2
2020-03-23T09:53:32Z,1,2,AU,5,5,4,4,4,3,3,5,4,3,3,4,4,4,8,2,7,4,1,2,4,6,3,2,5,5,7,5,2,1,5,6,3,3,7,4,5,5,6,2,1,5,4,5,3,3,3,2,4,4,7,3,3,3,3,2,5,1,1,1,1,1,1,1,6,5,5,6,7,6,7,1,"1,2,4,5,6,7,8,9,10,11",5,5,6,5,6,3,5,6,6,1,5,4,3,5,5,1,1,10,40,,,1,25,4,2,2,2
2020-03-23T09:53:34Z,1,3,AU,3,5,4,3,4,3,4,4,4,3,3,3,4,3,8,1,1,1,1,2,3,4,1,3,4,4,5,4,2,2,5,5,5,5,7,4,5,5,4,2,1,5,3,1,6,5,5,1,2,4,7,4,4,4,4,1,5,2,1,1,1,1,1,1,,4,6,7,7,7,7,1,"1,2,4,6,7,9,10,11",5,5,5,6,5,6,7,6,7,1,1,1,5,4,7,1,1,25,,20,,1,35,2,2,2,4
2020-03-23T09:53:37Z,2,6,AU,5,3,3,3,3,3,2,5,4,3,3,3,4,3,8,7,1,1,1,2,3,5,6,2,3,3,7,5,2,1,4,6,5,5,5,5,5,5,4,3,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,1,2,2,2,,,5,6,,,,2,"1,2,7",7,7,7,7,5,7,7,7,7,4,5,6,7,2,3,1,1,20,15,,,1,72,1,2,2,4
2020-03-23T09:53:41Z,1,2,AU,4,5,2,2,2,2,2,4,2,2,2,2,1,2,8,2,5,3,2,2,4,4,5,4,4,4,5,5,4,4,5,4,2,4,4,3,5,3,2,2,2,2,3,5,3,3,4,2,6,5,6,3,4,2,3,3,4,2,1,1,1,2,2,2,,3,2,3,,,,2,"1,5,6",3,4,3,2,5,3,2,6,3,5,2,5,3,3,3,1,1,50,1,,,1,27,3,2,2,3
2020-03-23T09:53:47Z,1,4,AU,7,5,5,4,5,4,5,5,4,5,4,5,5,5,1,7,7,7,7,1,5,6,5,6,5,5,7,5,5,4,7,7,7,7,7,7,6,5,7,6,7,7,7,7,7,6,6,7,7,7,6,7,6,6,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,"1,4,6,8",7,6,7,7,6,7,7,7,6,7,7,6,7,2,3,1,1,10,50,,,2,45,4,1,1,3
2020-03-23T09:54:02Z,1,6,AU,6,5,5,5,4,3,4,5,5,4,3,4,5,4,8,6,5,1,1,2,3,5,3,4,3,3,6,5,3,2,3,6,4,4,5,4,4,5,4,2,1,2,6,1,2,2,2,1,4,4,7,1,4,5,1,1,5,2,1,1,1,2,1,2,,4,5,7,,5,,2,"1,2,4,5,6,7,8,9,11",6,6,7,2,7,5,5,7,6,4,4,4,5,4,4,1,1,10,30,,,1,67,3,2,2,4
2020-03-23T09:54:02Z,2,5,AU,3,5,3,3,3,2,3,5,3,3,3,3,4,3,8,4,4,5,3,2,4,5,4,4,4,4,5,5,3,2,3,7,4,5,7,4,4,5,7,4,1,4,6,3,4,3,3,3,5,4,6,3,3,3,4,4,5,1,1,1,1,1,1,1,5,1,4,6,5,4,6,1,"1,4,5,6,7,8,9",6,5,5,5,6,5,5,5,5,2,2,2,5,3,3,1,1,10,20,,,1,60,3,2,2,4
2020-03-23T09:54:09Z,1,2,AU,4,2,2,3,3,3,2,3,3,3,3,2,3,3,8,4,4,4,2,2,3,4,1,3,4,3,4,3,4,3,5,6,3,4,5,4,5,3,6,5,4,3,5,3,5,3,3,3,6,3,3,3,3,3,3,3,6,1,1,1,1,1,1,1,4,4,5,5,5,5,5,2,"1,2,3,7,8,9",4,4,5,4,4,4,3,4,4,5,4,4,5,4,4,1,1,70,9,,,1,31,3,2,1,4
